gene_symbol,Spearman_rho,p,p_fdr,p_spin,p_spin_fdr
ABCC10,0.355384204298202,0.00309831199933419,0.0204576623307865,0.006,0.0928571428571429
ABCC6,-0.430583654616941,0.00028219814124876,0.00564396282497521,0.006,0.0928571428571429
ABHD1,-0.461694087109211,8.8954804706459e-05,0.00444774023532295,0.0065,0.0928571428571429
ABHD11,-0.377791350154598,0.00160213483151116,0.0139682954462081,0.0045,0.0928571428571429
ABL2,0.389166698476925,0.00112685215024135,0.0126825785864375,0.0065,0.0928571428571429
ACAA2,-0.51517349314807,9.46412259960469e-06,0.000946412259960469,0.004,0.0928571428571429
ACAD11,0.450853151124175,0.000134582762828972,0.00448609209429908,0.002,0.0928571428571429
ABLIM2,0.431614306981715,0.000272052011755697,0.00564396282497521,0.008,0.1
ABCA5,0.388746803069054,0.00114182508518516,0.0126825785864375,0.0125,0.113636363636364
ABCC1,0.371111195938466,0.00195925705512276,0.0150712081163289,0.0105,0.113636363636364
ABHD14A,0.385387639806085,0.00126825785864375,0.0126825785864375,0.0115,0.113636363636364
ABCC5,0.376302630072146,0.00167619545354498,0.0139682954462081,0.0155,0.119230769230769
ABCC8,0.406573271748674,0.000642581078399029,0.0107096846399838,0.0145,0.119230769230769
ABCD4,0.29675153643547,0.0142828557327809,0.0510101990456459,0.0205,0.146428571428571
AAED1,-0.332557163033935,0.00580499493379785,0.027642833018085,0.0275,0.1475
ABCB9,0.395426957285185,0.000923757005312331,0.0126825785864375,0.0285,0.1475
ABHD2,-0.309233881742184,0.010554376175065,0.0458885920654999,0.026,0.1475
ABI3,-0.309691949459862,0.0104354777078013,0.0458885920654999,0.025,0.1475
ABRACL,0.35129976714891,0.0034778025962337,0.0204576623307865,0.026,0.1475
ACACA,-0.291216551513532,0.0162715898110932,0.05610893038308,0.0295,0.1475
AAAS,0.358590678321945,0.00282682672114564,0.0201916194367546,0.033,0.147826086956522
AAK1,0.348398671603619,0.00377202459279111,0.0209556921821729,0.034,0.147826086956522
ACACB,-0.275604076802687,0.0232165796742512,0.0682840578654448,0.033,0.147826086956522
ACAA1,-0.306523647745925,0.0112823567588891,0.0470098198287047,0.0355,0.147916666666667
ABCA6,0.351376111768523,0.0034703447343702,0.0204576623307865,0.041,0.157407407407407
ABCA7,0.345917471466198,0.00404106426221016,0.0212687592747903,0.041,0.157407407407407
ABCE1,0.261900217582166,0.0312575778132696,0.0844799400358637,0.0425,0.157407407407407
AASS,-0.254036721762034,0.0368512335280151,0.0920287197064931,0.05,0.161290322580645
ABCG4,0.340764209642325,0.00465508731792169,0.0232754365896084,0.046,0.161290322580645
ABHD4,-0.289269763713402,0.0170257354058078,0.0567524513526927,0.0475,0.161290322580645
ABI1,-0.299843493529794,0.013266363463487,0.0500876920175077,0.05,0.161290322580645
ABHD6,0.299041875023858,0.0135236768447271,0.0500876920175077,0.0535,0.1671875
ABCG2,0.280032064740237,0.0210284314443348,0.0657138482635464,0.0585,0.177272727272727
AAR2,0.19628201702485,0.108592954456862,0.19391599010154,0.0705,0.190540540540541
ABCA10,0.230331717372218,0.0589863065744902,0.125502779945724,0.067,0.190540540540541
ABCC9,-0.30041607817689,0.0130851799434505,0.0500876920175077,0.0665,0.190540540540541
ABLIM3,-0.211818147116082,0.08296939905632,0.156546035955321,0.07,0.190540540540541
ABRAXAS2,0.25289155246784,0.0377317750796622,0.0920287197064931,0.075,0.197368421052632
ABTB2,0.270527159598427,0.025961503994217,0.0721152888728251,0.077,0.197435897435897
AARD,0.275871282971333,0.0230792401063476,0.0682840578654448,0.079,0.1975
