L_bankssts_localGI,L_caudalanteriorcingulate_localGI,L_caudalmiddlefrontal_localGI,L_cuneus_localGI,L_entorhinal_localGI,L_fusiform_localGI,L_inferiorparietal_localGI,L_inferiortemporal_localGI,L_isthmuscingulate_localGI,L_lateraloccipital_localGI,L_lateralorbitofrontal_localGI,L_lingual_localGI,L_medialorbitofrontal_localGI,L_middletemporal_localGI,L_parahippocampal_localGI,L_paracentral_localGI,L_parsopercularis_localGI,L_parsorbitalis_localGI,L_parstriangularis_localGI,L_pericalcarine_localGI,L_postcentral_localGI,L_posteriorcingulate_localGI,L_precentral_localGI,L_precuneus_localGI,L_rostralanteriorcingulate_localGI,L_rostralmiddlefrontal_localGI,L_superiorfrontal_localGI,L_superiorparietal_localGI,L_superiortemporal_localGI,L_supramarginal_localGI,L_frontalpole_localGI,L_temporalpole_localGI,L_transversetemporal_localGI,L_insula_localGI,R_bankssts_localGI,R_caudalanteriorcingulate_localGI,R_caudalmiddlefrontal_localGI,R_cuneus_localGI,R_entorhinal_localGI,R_fusiform_localGI,R_inferiorparietal_localGI,R_inferiortemporal_localGI,R_isthmuscingulate_localGI,R_lateraloccipital_localGI,R_lateralorbitofrontal_localGI,R_lingual_localGI,R_medialorbitofrontal_localGI,R_middletemporal_localGI,R_parahippocampal_localGI,R_paracentral_localGI,R_parsopercularis_localGI,R_parsorbitalis_localGI,R_parstriangularis_localGI,R_pericalcarine_localGI,R_postcentral_localGI,R_posteriorcingulate_localGI,R_precentral_localGI,R_precuneus_localGI,R_rostralanteriorcingulate_localGI,R_rostralmiddlefrontal_localGI,R_superiorfrontal_localGI,R_superiorparietal_localGI,R_superiortemporal_localGI,R_supramarginal_localGI,R_frontalpole_localGI,R_temporalpole_localGI,R_transversetemporal_localGI,R_insula_localGI
-0.145,0.052,0.063,0.211,0.048,-0.015,0.051,0.049,-0.008,0.077,0.087,-0.042,0.044,-0.1,0.014,0.094,-0.151,0.1,0.08,0.088,0.126,0.044,0.119,0.16,0.056,0.057,0.037,0.074,-0.109,0.089,0.105,-0.022,-0.202,-0.111,0.128,0.066,0.234,0.132,0.141,0.04,0.157,0.111,0.075,0.083,0.06,0.12,0.12,0.062,0.022,0.019,0.096,0.129,0.106,0.164,0.087,0.034,0.143,0.205,0.104,0.139,0.077,-0.016,0.083,0.106,0.134,0.185,0.065,0.108
